创建月份,开发人,SKU,创建时间,产品名称,采购价(CNY),是否组合主SKU,本地产品状态,开品状态,是否定制,是否多件/套装,主方向,产品族,主题,商品标准化类型,价值主导类型,标准化判定依据,标准化判定置信度,是否需要人工复核,风险标记,第一层判断,判断说明,产品族首次出现月份（开发人）,产品族最近出现月份（开发人）,产品族出现月份数（开发人）,产品族出现月份列表（开发人）,本月产品族状态
2025-04,蒋舒,2520069,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7019,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520070,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7020,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520071,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7021,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520072,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7022,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520073,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7023,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520074,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7024,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520075,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7025,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520076,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7026,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520077,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7027,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520078,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7028,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520079,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7029,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520080,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7030,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520081,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7031,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520082,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7032,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520083,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7033,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520084,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7034,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520085,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7035,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520086,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7036,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520087,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7037,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520088,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7038,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520089,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7039,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520090,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7040,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520091,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7041,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520092,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7042,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520093,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7043,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520094,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7044,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520095,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7045,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520096,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7046,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520097,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7047,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520098,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7048,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520099,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7049,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520100,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7050,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520101,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7051,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520102,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7052,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520103,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7053,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
2025-04,蒋舒,2520104,2025-04-02 01:59:34,钻石画圆钻-画心尺寸30*30cm-复活节方形7054,9.9,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2025-06,2,2025-04、2025-06,新增品线
